Nombre del grupo: PE16_TP5_G05.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Evaluación            C8. Pide opinión                          1%         9%                    2,31%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,33%
Decisión              C10. Muestra desacuerdo                   3%        13%                    3,46%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,42%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_L2_G14.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   16,76%
