Nombre del grupo: Ugxf5czF8iscF8Z49XV4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Comunicación          C7. Pide información                      2%        11%                    0,26%
Evaluación            C8. Pide opinión                          1%         9%                    0,00%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,79%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,00%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgxzFOQPxgQKk9nn7KJ4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   11,09%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    5,32%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   49,60%
Control               C4. Da sugerencia u orientación           4%        11%                    2,40%
Evaluación            C5. Da opiniones                         21%        40%                    2,48%
Comunicación          C6. Da información                       14%        30%                   26,18%
Comunicación          C7. Pide información                      2%        11%                    0,27%
Evaluación            C8. Pide opinión                          1%         9%                    1,15%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,18%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,89%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,44%
